size;resolution;nanoseconds
3;320x180;60100
2;160x90;10400
1;80x45;3900
5;1280x720;1309200
4;640x360;176000
3;320x180;43200
2;160x90;10900
1;80x45;2700
5;1280x720;1139400
4;640x360;181300
3;320x180;50400
2;160x90;11700
1;80x45;3000
5;1280x720;1206900
4;640x360;261000
3;320x180;84000
2;160x90;11700
1;80x45;3000
5;1280x720;1002400
4;640x360;175100
3;320x180;41600
2;160x90;10700
1;80x45;2900
5;1280x720;1080900
4;640x360;172600
3;320x180;43300
2;160x90;10900
1;80x45;3200
5;1280x720;901600
4;640x360;179100
3;320x180;43400
2;160x90;10400
1;80x45;3300
5;1280x720;1128400
4;640x360;184200
3;320x180;41400
2;160x90;11100
1;80x45;2700
5;1280x720;998500
4;640x360;172600
3;320x180;42800
2;160x90;10700
1;80x45;2900
5;1280x720;1079500
4;640x360;168200
3;320x180;42900
2;160x90;10300
1;80x45;2600
5;1280x720;969100
4;640x360;169700
3;320x180;41600
2;160x90;10600
1;80x45;2900
5;1280x720;902500
4;640x360;178500
3;320x180;60000
2;160x90;10600
1;80x45;2900
5;1280x720;967700
4;640x360;175800
3;320x180;42600
2;160x90;10500
1;80x45;2900
5;1280x720;919100
4;640x360;184100
3;320x180;44900
2;160x90;11400
1;80x45;2800
5;1280x720;1213300
4;640x360;169900
3;320x180;46400
2;160x90;10200
1;80x45;2900
5;1280x720;868300
4;640x360;174300
3;320x180;42700
2;160x90;10300
1;80x45;2700
5;1280x720;1082200
4;640x360;168900
3;320x180;42600
2;160x90;10700
1;80x45;2900
5;1280x720;1024500
4;640x360;171700
3;320x180;46800
2;160x90;10400
1;80x45;3100
5;1280x720;1175000
4;640x360;180000
3;320x180;46700
2;160x90;10600
1;80x45;3300
5;1280x720;882900
4;640x360;169100
3;320x180;41400
2;160x90;11100
1;80x45;2700
5;1280x720;1081600
4;640x360;168300
3;320x180;42300
2;160x90;10700
1;80x45;3600
5;1280x720;892400
4;640x360;179900
3;320x180;43200
2;160x90;11100
1;80x45;3200
5;1280x720;998500
4;640x360;210400
3;320x180;43500
2;160x90;10800
1;80x45;2800
5;1280x720;971900
4;640x360;175500
3;320x180;41900
2;160x90;10200
1;80x45;2700
5;1280x720;1134900
4;640x360;175000
3;320x180;41300
2;160x90;10200
1;80x45;2900
5;1280x720;1075000
4;640x360;195300
3;320x180;42900
2;160x90;10600
1;80x45;2700
5;1280x720;900100
4;640x360;174100
3;320x180;43200
2;160x90;10200
1;80x45;2900
5;1280x720;876900
4;640x360;193000
3;320x180;42100
2;160x90;10600
1;80x45;2700
5;1280x720;973300
4;640x360;200700
3;320x180;42200
2;160x90;10100
1;80x45;2800
5;1280x720;1431900
4;640x360;169900
3;320x180;42600
2;160x90;10300
1;80x45;3200
5;1280x720;962700
4;640x360;313900
3;320x180;53400
2;160x90;29200
1;80x45;2900
5;1280x720;928600
4;640x360;173000
3;320x180;42400
2;160x90;10500
1;80x45;2700
5;1280x720;890800
4;640x360;174700
3;320x180;43000
2;160x90;10500
1;80x45;2800
5;1280x720;1123400
4;640x360;174600
3;320x180;43600
2;160x90;10800
1;80x45;2700
5;1280x720;874500
4;640x360;168900
3;320x180;42500
2;160x90;10600
1;80x45;3200
5;1280x720;1099300
4;640x360;196100
3;320x180;43700
2;160x90;11000
1;80x45;2800
5;1280x720;963300
4;640x360;175500
3;320x180;41700
2;160x90;10700
1;80x45;3200
5;1280x720;895200
4;640x360;179500
3;320x180;42500
2;160x90;11400
1;80x45;2700
5;1280x720;1115800
4;640x360;174200
3;320x180;59200
2;160x90;10400
1;80x45;2900
5;1280x720;1000800
4;640x360;177200
3;320x180;41900
2;160x90;10300
1;80x45;2700
5;1280x720;936200
4;640x360;175900
3;320x180;44000
2;160x90;10600
1;80x45;3200
5;1280x720;1144100
4;640x360;209300
3;320x180;61400
2;160x90;11100
1;80x45;3400
5;1280x720;875700
4;640x360;202400
3;320x180;41200
2;160x90;10700
1;80x45;3100
5;1280x720;950100
4;640x360;187300
3;320x180;46300
2;160x90;11000
1;80x45;2900
